IP,LAST_CHECK_TIME,SPEED,POSITION,TYPE,PORT
121.226.154.130,17-05-31 10:00,0.206秒,江苏盐城,HTTPS,808
182.37.92.103,17-05-31 09:11,5.599秒,山东日照,HTTPS,808
36.249.26.95,17-05-31 09:11,2.412秒,福建泉州,HTTPS,808
119.5.1.22,17-05-31 09:11,0.337秒,四川南充,HTTP,808
119.7.78.52,17-05-31 09:11,0.227秒,四川德阳,HTTPS,808
123.163.162.132,17-05-31 09:11,0.194秒,河南三门峡,HTTP,808
175.155.139.108,17-05-31 09:10,5.436秒,四川德阳,HTTPS,808
115.46.81.196,17-05-31 09:01,0.35秒,广西南宁,HTTPS,80
112.195.102.98,17-05-31 09:00,0.28秒,四川自贡,HTTPS,8118
123.154.130.74,17-05-31 09:00,1.165秒,浙江温州,HTTPS,8118
115.220.150.89,17-05-31 08:55,4.584秒,浙江宁波,HTTPS,808
222.95.23.36,17-05-31 08:55,7.622秒,江苏南京,HTTPS,808
175.155.243.37,17-05-31 08:53,0.284秒,四川德阳,HTTP,808
115.220.147.249,17-05-31 08:35,3.791秒,浙江宁波,HTTP,808
221.229.45.182,17-05-31 08:34,0.21秒,江苏扬州,HTTPS,808
115.220.2.130,17-05-31 08:30,1.342秒,浙江宁波,HTTP,808
175.155.240.194,17-05-31 08:30,0.45秒,四川德阳,HTTP,808
115.220.146.157,17-05-31 08:30,1.604秒,浙江宁波,HTTP,808
119.5.0.6,17-05-31 08:30,0.237秒,四川南充,HTTP,808
117.91.138.148,17-05-31 08:22,5.837秒,江苏扬州,HTTPS,808
175.155.143.91,17-05-31 08:22,2.048秒,四川德阳,HTTPS,808
115.202.162.240,17-05-31 08:22,6.469秒,浙江台州,HTTPS,808
115.220.1.109,17-05-31 08:22,0.643秒,浙江宁波,HTTPS,808
115.215.70.178,17-05-31 08:22,1.736秒,浙江宁波,HTTP,808
123.169.88.60,17-05-31 08:22,2.857秒,山东淄博,HTTPS,808
119.7.82.215,17-05-31 08:22,1.216秒,四川,HTTPS,808
218.64.92.108,17-05-31 08:20,0.263秒,江西吉安,HTTPS,808
117.43.1.15,17-05-31 08:17,2.102秒,江西九江,HTTPS,808
171.38.167.10,17-05-31 08:15,0.779秒,广西钦州,HTTP,8123
115.202.191.2,17-05-31 08:13,1.842秒,浙江台州,HTTPS,808
114.239.145.162,17-05-31 08:11,0.207秒,江苏宿迁市泗阳县,HTTP,808
114.239.1.150,17-05-31 08:11,0.202秒,江苏宿迁,HTTPS,808
59.62.112.8,17-05-31 08:11,0.452秒,江西鹰潭,HTTPS,808
180.118.242.240,17-05-31 08:11,3.805秒,江苏镇江,HTTPS,808
114.99.0.157,17-05-31 08:11,0.264秒,安徽安庆,HTTPS,808
113.58.232.65,17-05-31 08:11,6.283秒,海南海口,HTTPS,808
123.55.184.18,17-05-31 08:10,3.674秒,河南三门峡,HTTPS,808
175.155.138.248,17-05-31 08:01,4.717秒,四川德阳,HTTP,808
122.6.80.240,17-05-31 08:01,0.326秒,山东日照,HTTP,808
123.55.191.196,17-05-31 08:01,0.393秒,河南三门峡,HTTP,808
36.249.31.184,17-05-31 08:00,1.079秒,福建泉州,HTTPS,808
175.155.244.132,17-05-31 08:00,1.369秒,四川德阳,HTTPS,808
49.86.62.155,17-05-31 07:55,0.21秒,江苏扬州,HTTP,808
27.204.232.26,17-05-31 07:55,1.592秒,山东滨州,HTTPS,808
117.43.1.210,17-05-31 07:55,1.578秒,江西九江,HTTPS,808
117.91.138.201,17-05-31 07:55,0.188秒,江苏扬州,HTTPS,808
121.226.172.98,17-05-31 07:55,1.241秒,江苏,HTTPS,808
125.109.198.70,17-05-31 07:50,1.95秒,浙江温州,HTTP,808
115.202.167.131,17-05-31 07:45,0.217秒,浙江台州,HTTPS,808
122.241.206.26,17-05-31 07:44,0.232秒,浙江丽水,HTTPS,808
60.182.194.162,17-05-31 07:44,7.28秒,浙江金华,HTTPS,808
182.35.210.142,17-05-31 07:42,0.645秒,山东德州,HTTPS,808
218.64.92.82,17-05-31 07:41,2.687秒,江西吉安,HTTPS,808
125.118.68.255,17-05-31 07:41,0.26秒,浙江杭州,HTTP,808
221.229.47.129,17-05-31 07:33,0.248秒,江苏扬州,HTTPS,808
125.105.17.228,17-05-31 07:33,7.903秒,浙江衢州,HTTPS,808
123.55.189.133,17-05-31 07:30,0.26秒,河南三门峡,HTTPS,808
115.202.168.190,17-05-31 07:22,4.022秒,浙江台州,HTTPS,808
113.69.254.192,17-05-31 07:22,0.557秒,广东佛山,HTTPS,808
61.178.238.122,17-05-31 07:21,0.338秒,甘肃兰州市城关区,HTTP,63000
222.76.118.101,17-05-31 07:16,4.549秒,福建福州,HTTP,808
180.110.17.1,17-05-31 07:15,0.222秒,江苏南京,HTTP,808
115.202.170.31,17-05-31 07:15,0.856秒,浙江台州,HTTP,808
114.230.122.7,17-05-31 07:15,2.287秒,江苏扬州,HTTP,808
49.82.50.48,17-05-31 07:15,0.243秒,江苏,HTTP,808
114.230.218.139,17-05-31 07:15,0.558秒,江苏扬州,HTTP,808
114.239.1.164,17-05-31 07:14,0.278秒,江苏宿迁,HTTPS,808
183.153.21.225,17-05-31 07:13,0.406秒,浙江台州,HTTP,808
182.37.71.240,17-05-31 07:11,1.848秒,山东日照,HTTPS,808
123.169.86.36,17-05-31 07:11,0.227秒,山东淄博,HTTPS,808
113.121.243.113,17-05-31 07:11,1.881秒,山东德州,HTTPS,808
183.153.20.95,17-05-31 07:11,0.241秒,浙江台州,HTTPS,808
115.220.2.71,17-05-31 07:11,0.248秒,浙江宁波,HTTP,808
114.230.218.188,17-05-31 07:11,1.621秒,江苏扬州,HTTPS,808
182.87.14.22,17-05-31 07:11,0.552秒,江西鹰潭市贵溪,HTTPS,808
117.43.1.164,17-05-31 07:11,0.2秒,江西九江,HTTPS,808
119.5.0.40,17-05-31 07:06,0.567秒,四川南充,HTTP,808
221.232.190.36,17-05-31 07:01,0.113秒,湖北武汉市硚口区,HTTPS,8118
115.220.7.30,17-05-31 07:01,1.129秒,浙江宁波,HTTP,808
121.234.37.19,17-05-31 06:55,5.175秒,江苏盐城,HTTPS,808
117.43.1.43,17-05-31 06:55,0.387秒,江西九江,HTTPS,808
123.163.162.50,17-05-31 06:55,1.698秒,河南三门峡,HTTPS,808
125.106.226.204,17-05-31 06:55,1.486秒,浙江衢州,HTTPS,808
121.226.172.179,17-05-31 06:55,0.226秒,江苏,HTTPS,808
121.206.53.253,17-05-31 06:52,1.519秒,福建漳州,HTTPS,808
122.245.66.90,17-05-31 06:51,4.302秒,浙江宁波,HTTPS,808
222.76.118.47,17-05-31 06:50,0.283秒,福建福州,HTTPS,808
117.43.1.156,17-05-31 06:50,3.691秒,江西九江,HTTP,808
113.121.249.2,17-05-31 06:46,7.454秒,山东德州,HTTP,808
27.22.9.42,17-05-31 06:42,2.483秒,湖北襄阳,HTTPS,808
119.5.0.8,17-05-31 06:40,0.269秒,四川南充,HTTP,808
119.133.30.112,17-05-31 06:36,0.246秒,广东江门,HTTP,808
115.220.7.44,17-05-31 06:34,1.218秒,浙江宁波,HTTPS,808
36.99.207.174,17-05-31 06:22,1.9秒,浙江,HTTPS,808
49.86.62.6,17-05-31 06:22,2.021秒,江苏扬州,HTTPS,808
115.215.69.121,17-05-31 06:22,1.688秒,浙江宁波,HTTPS,808
222.95.22.244,17-05-31 06:20,3.155秒,江苏南京,HTTP,808
113.69.37.165,17-05-31 06:20,3.801秒,广东佛山,HTTP,808
115.215.71.174,17-05-31 06:14,0.238秒,浙江宁波,HTTP,808
110.83.46.161,17-05-31 06:12,0.739秒,福建福州,HTTP,808
60.178.85.128,17-05-31 06:11,4.012秒,浙江宁波,HTTPS,808
